Name,API Name,Instance Memory,vCPUs,Memory per vCPU,GPUs,Storage,Linux On Demand cost,Linux Savings Plan,Linux Reserved cost,Linux Spot cost,Windows On Demand cost,Windows Savings Plan,Windows Reserved cost,Windows Spot cost
S64m,S64m,3072 GiB,64,48 GiB/vCPU,0,0 GiB,,,,,,,,
S672,S672,9216 GiB,672,13.71 GiB/vCPU,0,14375 GiB,,,,,,,,
S672m,S672m,18432 GiB,672,27.43 GiB/vCPU,0,26750 GiB,,,,,,,,
S672om,S672om,9216 GiB,672,13.71 GiB/vCPU,0,26750 GiB,,,,,,,,
S672oo,S672oo,4608 GiB,672,6.86 GiB/vCPU,0,20563 GiB,,,,,,,,
S672oom,S672oom,9216 GiB,672,13.71 GiB/vCPU,0,39125 GiB,,,,,,,,
S672ooo,S672ooo,5760 GiB,672,8.57 GiB/vCPU,0,32938 GiB,,,,,,,,
S896,S896,12288 GiB,896,13.71 GiB/vCPU,0,18500 GiB,,,,,,,,
S896m,S896m,24576 GiB,896,27.43 GiB/vCPU,0,35000 GiB,,,,,,,,
S896om,S896om,12288 GiB,896,13.71 GiB/vCPU,0,35000 GiB,,,,,,,,
S896oo,S896oo,6144 GiB,896,6.86 GiB/vCPU,0,26750 GiB,,,,,,,,
S896oom,S896oom,12288 GiB,896,13.71 GiB/vCPU,0,51500 GiB,,,,,,,,
S896ooo,S896ooo,7680 GiB,896,8.57 GiB/vCPU,0,43250 GiB,,,,,,,,
S96,S96,768 GiB,96,8 GiB/vCPU,0,3072 GiB,,,,,,,,
